text,label
expense: Купив страховку авто,Транспорт
expense: Витратив на навчальні матеріали,Освіта
expense: рюкзак,Покупки
expense: Купив піцу,Їжа
expense: Купив телефон,Покупки
expense: Витратив на ігри,Розваги
expense: Купив продукти в Novus,Їжа
expense: Витратив на термометр,Здоров'я
expense: одяг в Zara,Покупки
expense: Купив консультацію лікаря,Здоров'я
expense: комунальні послуги,Комунальні
expense: Оплатив подарунок тату,Подарунок
expense: Витратив на квиток на футбол,Розваги
expense: Витратив на джинси,Покупки
expense: Витратив на інші витрати,Інше
expense: Витратив на транспорт,Транспорт
expense: Купив аналізи в лабораторії,Здоров'я
income: оплату за програмування,Фріланс
expense: Купив навчальні матеріали,Освіта
income: подарунок на Новий Рік,Подарунок
income: Отримав прибуток з інвестицій,Інвестиції
income: Надійшла подарунок від батьків,Подарунок
income: Отримав прибуток,Інвестиції
expense: Оплатив футболку,Покупки
expense: Оплатив їжу в McDonald's,Їжа
income: Отримав відсотки з депозиту,Інвестиції
expense: Купив курс англійської,Освіта
expense: Витратив на овочі,Їжа
income: Отримав пасивний дохід,Інвестиції
expense: Оплатив навушники,Покупки
expense: Оплатив семінар,Освіта
income: інший дохід,Інше джерело
income: Надійшла дивіденди,Інвестиції
income: місячну зарплату,Зарплата
expense: Оплатив стоматолога,Здоров'я
expense: Купив білет на концерт,Розваги
expense: Купив бензин,Транспорт
income: Отримав подарунок від батьків,Подарунок
expense: Купив вечерю,Їжа
expense: Оплатив вітаміни,Здоров'я
expense: Витратив на маску медичну,Здоров'я
expense: Оплатив букет квітів,Подарунок
income: Отримав додаткову виплату,Бонус
expense: Купив планшет iPad,Покупки
income: Отримав зарплату,Зарплата
expense: Купив квиток на поїзд,Транспорт
expense: ремонт автомобіля,Транспорт
expense: Витратив на телефон,Комунальні
expense: Витратив на газ,Комунальні
expense: Оплатив інтернет Vodafone,Комунальні
expense: оплату за навчання,Освіта
expense: Оплатив подарунковий сертифікат,Подарунок
expense: Оплатив аналізи,Здоров'я
expense: інструменти,Інше
expense: Витратив на прийом у лікаря,Здоров'я
expense: Оплатив різні покупки,Інше
expense: мобільний зв'язок,Комунальні
expense: Витратив на подарунок на Новий Рік,Подарунок
expense: онлайн курс Udemy,Освіта
expense: Витратив на речі,Покупки
income: Отримав зарплату за січень,Зарплата
expense: Оплатив конференцію,Освіта
expense: Оплатив комунальні послуги,Комунальні
expense: Оплатив подарунок другу,Подарунок
expense: дрібниці,Інше
expense: Оплатив різне,Інше
income: премію,Зарплата
expense: Оплатив подарунок на день народження,Подарунок
income: бонус від роботодавця,Зарплата
expense: Оплатив опалення,Комунальні
expense: Витратив на їжу в АТБ,Їжа
expense: подарунок другу,Подарунок
income: прибуток,Інвестиції
expense: Купив комунальні платежі,Комунальні
expense: Витратив на візит до стоматолога,Здоров'я
expense: Оплатив батарейки,Інше
income: Отримав компенсацію,Бонус
expense: м'ясо,Їжа
expense: світло,Комунальні
expense: Оплатив піцу в Dominos,Їжа
expense: Купив фрукти,Їжа
expense: Купив Xbox Game Pass,Розваги
expense: Витратив на різне,Інше
expense: PlayStation Plus,Розваги
expense: Оплатив їжу в KFC,Їжа
expense: Оплатив дрібниці,Інше
expense: Оплатив спортивну подію,Розваги
expense: аналізи в лабораторії,Здоров'я
income: аванс,Зарплата
income: Надійшла оклад,Зарплата
income: подарунок на день народження,Подарунок
expense: Купив їжу в McDonald's,Їжа
expense: візит до стоматолога,Здоров'я
expense: Витратив на підписку Spotify,Комунальні
expense: Купив сумку,Покупки
expense: навчальні матеріали,Освіта
expense: Купив Netflix підписку,Розваги
expense: Spotify Premium,Розваги
expense: Витратив на доставку їжі,Їжа
expense: Оплатив сувенір,Подарунок
expense: Витратив на квіти,Подарунок
expense: Оплатив подарунок мамі,Подарунок
income: виплату зарплати,Зарплата
expense: Оплатив суші,Їжа
expense: Оплатив їжу в магазині,Їжа
expense: Оплатив шампунь,Покупки
expense: інтернет,Комунальні
income: премію,Зарплата
expense: Витратив на курси програмування,Освіта
income: прибуток від акцій,Інвестиції
expense: стоматолога,Здоров'я
expense: заправку авто,Транспорт
income: виграш,Інше джерело
expense: Витратив на фрукти,Їжа
expense: Купив рюкзак,Покупки
income: Отримав заробітну плату,Зарплата
expense: Оплатив навушники AirPods,Покупки
expense: шорти,Покупки
expense: Купив паркування,Транспорт
income: Надійшла повернення грошей,Інше джерело
expense: окуляри,Покупки
expense: Витратив на театр,Розваги
expense: Купив подарунок мамі,Подарунок
expense: Xbox Game Pass,Розваги
expense: Оплатив курс англійської,Освіта
expense: Витратив на квиток на поїзд,Транспорт
income: бонус від роботодавця,Бонус
income: Надійшла виграш,Інше джерело
expense: Оплатив сорочку,Покупки
expense: речі,Покупки
expense: куртку,Покупки
expense: Купив салат,Їжа
expense: подарунковий сертифікат,Подарунок
expense: Купив їжу в магазині,Їжа
expense: смартфон,Покупки
income: додаткову виплату,Бонус
expense: Витратив на хліб і молоко,Їжа
expense: інтернет Vodafone,Комунальні
expense: Оплатив джинси,Покупки
expense: Витратив на салат,Їжа
expense: Витратив на мобільний зв'язок,Комунальні
expense: майстер-клас,Освіта
income: Надійшла подарунок на день народження,Подарунок
expense: Витратив на репетитора з математики,Освіта
expense: підручники,Освіта
expense: Купив товари в магазині,Покупки
income: пасивний дохід,Інвестиції
expense: Оплатив поїздку,Транспорт
expense: Купив молоко,Їжа
expense: абонемент в спортзал,Здоров'я
expense: Купив подарунок тату,Подарунок
expense: квиток на поїзд,Транспорт
income: Надійшла зарплату,Зарплата
expense: Оплатив Spotify Premium,Розваги
expense: Оплатив навчання,Освіта
income: замовлення,Фріланс
income: Надійшла гроші в подарунок,Подарунок
expense: Оплатив парковку,Транспорт
expense: білет на літак,Транспорт
income: Надійшла виплату за роботу,Фріланс
expense: Витратив на м'ясо,Їжа
expense: Витратив на фільтр для води,Комунальні
expense: Оплатив джинси Levi's,Покупки
expense: Оплатив смартфон,Покупки
income: тимчасову роботу,Бонус
expense: їжу на виніс,Їжа
expense: Витратив на білет на концерт,Розваги
income: Отримав гроші в подарунок,Подарунок
expense: Витратив на опалення,Комунальні
expense: Оплатив таблетки,Здоров'я
income: грошовий подарунок,Подарунок
expense: Купив дрібниці,Інше
expense: різне,Інше
income: гонорар,Фріланс
expense: Витратив на годинник,Покупки
expense: Оплатив таксі,Транспорт
expense: Оплатив лампочки,Комунальні
expense: Витратив на лампочки,Комунальні
expense: Оплатив взуття,Покупки
expense: Оплатив витрати на побут,Інше
expense: Оплатив курси програмування,Освіта
expense: Купив овочі,Їжа
expense: годинник,Покупки
expense: Оплатив термометр,Здоров'я
expense: Купив інтернет,Комунальні
expense: Витратив на книгу художню,Розваги
expense: Купив подарунок на Новий Рік,Подарунок
expense: Оплатив книгу художню,Розваги
income: підробіток,Бонус
expense: Оплатив білет на концерт,Розваги
expense: Витратив на ремонт автомобіля,Транспорт
income: Надійшла гроші за проект,Фріланс
income: Отримав бонус,Бонус
expense: Купив онлайн курс Udemy,Освіта
income: Отримав подарунок на свято,Подарунок
expense: квиток на автобус,Транспорт
expense: Витратив на продукти в Novus,Їжа
expense: пластир та бинт,Здоров'я
income: бонус від роботодавця,Зарплата
expense: Оплатив навчальні матеріали,Освіта
expense: Оплатив продукти в Novus,Їжа
expense: Купив мобільний зв'язок,Комунальні
expense: Оплатив навчання в університеті,Освіта
expense: Купив їжу в ресторані,Їжа
expense: Оплатив доставку їжі,Їжа
income: замовлення,Фріланс
expense: Оплатив інструменти,Інше
expense: курси програмування,Освіта
expense: підписку на гру,Розваги
expense: прийом у лікаря,Здоров'я
expense: каву,Їжа
income: Надійшла оплату від клієнта,Фріланс
expense: Оплатив відпочинок,Розваги
expense: Купив абонемент в спортзал,Здоров'я
expense: ноутбук,Покупки
income: Отримав прибуток від акцій,Інвестиції
expense: Витратив на гру в Steam,Розваги
expense: Витратив на консультацію лікаря,Здоров'я
income: Отримав знайшов гроші,Інше джерело
expense: Купив квиток на концерт,Розваги
income: подарунок на Новий Рік,Подарунок
expense: Оплатив мобільний зв'язок,Комунальні
expense: Оплатив кросівки,Покупки
expense: Оплатив техогляд,Транспорт
income: компенсацію витрат,Інше джерело
expense: Купив підписку на розваги,Розваги
income: Отримав гроші від бабусі,Подарунок
expense: Витратив на страховку авто,Транспорт
expense: Витратив на різні покупки,Інше
expense: Купив книги,Освіта
expense: Купив репетитора,Освіта
expense: доставку їжі,Їжа
expense: Витратив на сумку,Покупки
expense: курси,Освіта
expense: Купив речі,Покупки
expense: Витратив на бензин на заправці,Транспорт
income: кешбек,Інше джерело
expense: продукти в Novus,Їжа
expense: Піца,Їжа
expense: Піца Dominos,Їжа
expense: Піца на виніс,Їжа
expense: Стоматолог,Здоров'я
expense: Прийом у лікаря,Здоров'я
expense: Візит до лікаря,Здоров'я
expense: Лікар терапевт,Здоров'я
expense: Світло за квартиру,Комунальні
expense: Оплата світла,Комунальні
expense: Електроенергія,Комунальні
expense: Книга для навчання,Освіта
expense: Навчальна книга,Освіта
expense: Книги для університету,Освіта
expense: Університет оплата,Освіта
expense: Навчання в університеті,Освіта
expense: Бензин для авто,Транспорт
expense: Заправка бензином,Транспорт
expense: Заправка,Транспорт
expense: Метро проїзд,Транспорт
expense: Поїздка в метро,Транспорт
expense: Проїзний метро,Транспорт
expense: Білет в кіно,Розваги
expense: Білет на фільм,Розваги
expense: Кіно Avatar,Розваги
income: Дивіденди від акцій,Інвестиції
income: Прибуток з інвестицій,Інвестиції
income: Інвестиційний дохід,Інвестиції
income: Грошовий подарунок,Подарунок
income: Подарунок гроші,Подарунок
income: Гроші в подарунок,Подарунок
income: Подарунок на день народження,Подарунок
income: Бонус від компанії,Бонус
income: Бонус на роботі,Бонус
income: Додатковий бонус,Бонус
